id,year,games,age,team,assists,steals,blocks,personal_fouls,ofensive_rebounds,defensive_rebounds,points_per_game
4041,2015-16,7,22,TOT,0.1,0.1,0.0,0.1,0.1,0.4,1.0
4041,2015-16,2,22,MEM,0.0,0.0,0.0,0.0,0.5,0.5,0.0
4041,2015-16,5,22,MIA,0.2,0.2,0.0,0.2,0.0,0.4,1.4
4041,2016-17,2,23,DEN,1.0,0.5,0.0,1.5,0.5,0.5,1.5
4042,1955-56,67,22,ROC,4.9,,,4.1,,,16.8
4042,1956-57,72,23,ROC,4.6,,,4.0,,,15.6
4042,1957-58,63,24,CIN,6.4,,,3.6,,,16.9
4043,1946-47,23,26,DTF,1.7,,,3.1,,,4.4
4044,1967-68,25,,ANA,0.5,,,1.7,,,5.7
4045,2016-17,7,19,LAC,0.0,0.0,0.1,0.7,0.1,0.7,1.4
4046,1968-69,74,22,LAS,0.8,,,3.4,2.1,4.7,15.7
4046,1969-70,83,23,LAS,1.7,,,3.4,2.0,4.7,16.0
4046,1970-71,78,24,UTS,1.4,,,2.2,1.2,3.4,11.7
4046,1971-72,24,25,TOT,1.0,,,1.7,0.5,2.0,5.2
4046,1971-72,8,25,UTS,0.5,,,2.1,0.9,2.0,6.5
4046,1971-72,16,25,CAR,1.3,,,1.4,0.4,2.1,4.5
4047,2011-12,22,23,DEN,1.7,0.4,0.3,0.8,0.2,0.9,1.6
4047,2012-13,4,24,DEN,0.5,0.3,0.0,1.0,0.5,0.3,1.8
4047,2013-14,21,25,TOR,0.6,0.1,0.0,0.6,0.1,0.9,0.9
4047,2017-18,23,29,CHO,1.1,0.2,0.1,0.9,0.0,1.2,0.8
4048,2004-05,9,27,NJN,0.1,0.0,0.0,0.3,0.4,0.1,0.9
4048,2005-06,25,28,WAS,0.2,0.1,0.0,0.9,0.3,0.6,1.7
4048,2007-08,26,30,MIL,0.6,0.3,0.0,1.6,1.2,0.9,3.5
4049,1995-96,70,22,TOR,9.3,1.4,0.3,2.4,0.8,3.2,19.0
4049,1996-97,81,23,TOR,8.8,1.5,0.2,2.0,1.1,3.0,20.2
4049,1997-98,71,24,TOT,8.2,1.6,0.1,2.1,1.2,3.0,17.3
4049,1997-98,49,24,TOR,8.1,1.6,0.1,2.3,1.3,3.1,19.4
4049,1997-98,22,24,POR,8.2,1.5,0.1,1.7,1.1,2.6,12.4
4049,1998-99,50,25,POR,6.2,1.0,0.1,1.6,0.8,2.5,12.6
4049,1999-00,78,26,POR,5.2,1.0,0.0,2.2,0.8,2.3,12.5
4049,2000-01,82,27,POR,5.7,1.3,0.1,2.5,0.8,2.9,13.0
4049,2001-02,75,28,POR,6.5,0.9,0.1,2.0,1.0,2.9,13.5
4049,2002-03,59,29,POR,3.5,0.7,0.1,1.1,0.7,1.9,6.9
4049,2003-04,82,30,POR,6.1,1.2,0.1,2.1,0.6,3.1,13.4
4049,2004-05,81,31,POR,5.7,1.1,0.0,2.0,0.7,3.1,15.8
4049,2005-06,27,32,MEM,4.7,0.7,0.0,1.8,0.9,2.7,11.7
4049,2006-07,62,33,MEM,4.8,0.8,0.0,1.5,0.5,1.7,7.5
4049,2007-08,60,34,TOT,2.8,0.5,0.0,1.3,0.3,1.6,5.3
4049,2007-08,29,34,MEM,3.9,0.7,0.0,1.6,0.5,2.0,7.3
4049,2007-08,31,34,SAS,1.7,0.4,0.1,1.0,0.2,1.3,3.4
4050,2005-06,61,23,ATL,1.2,0.4,0.0,1.9,0.2,1.7,9.7
4050,2006-07,61,24,ATL,1.0,0.3,0.0,1.4,0.1,1.1,7.7
4050,2007-08,35,25,ATL,0.8,0.2,0.1,1.0,0.1,0.6,5.7
4051,2002-03,82,20,PHO,1.0,0.8,1.1,3.3,3.0,5.7,13.5
4051,2003-04,55,21,PHO,1.4,1.2,1.6,3.4,2.9,6.2,20.6
4051,2004-05,80,22,PHO,1.6,1.0,1.6,3.5,2.7,6.2,26.0
4051,2005-06,3,23,PHO,0.7,0.3,1.0,1.3,2.0,3.3,8.7
4051,2006-07,82,24,PHO,1.0,1.0,1.3,3.6,2.7,6.9,20.4
4051,2007-08,79,25,PHO,1.5,0.8,2.1,3.7,2.3,6.8,25.2
4051,2008-09,53,26,PHO,2.0,0.9,1.1,3.1,2.2,5.9,21.4
4051,2009-10,82,27,PHO,1.0,0.6,1.0,3.4,2.8,6.1,23.1
4051,2010-11,78,28,NYK,2.6,0.9,1.9,3.5,2.5,5.6,25.3
4051,2011-12,47,29,NYK,1.1,0.8,1.0,2.9,2.3,5.6,17.5
4051,2012-13,29,30,NYK,0.4,0.3,0.7,3.1,2.1,2.9,14.2
4051,2013-14,65,31,NYK,0.5,0.4,0.6,2.4,1.7,3.2,11.9
4051,2014-15,59,32,TOT,0.8,0.5,0.6,2.7,1.9,3.7,11.5
4051,2014-15,36,32,NYK,1.0,0.6,0.9,3.1,2.3,4.5,12.0
4051,2014-15,23,32,DAL,0.3,0.4,0.2,2.2,1.2,2.5,10.8
4051,2015-16,52,33,MIA,0.5,0.3,0.8,1.8,1.3,3.0,5.8
4052,1972-73,25,24,PHO,0.5,,,1.5,,,3.0
4052,1973-74,13,25,SDA,0.9,0.3,0.5,2.5,1.6,2.8,7.7
4053,2007-08,33,22,PHO,0.9,0.4,0.2,1.1,0.3,0.6,2.2
4054,1965-66,79,25,DET,1.0,,,3.9,,,8.6
4054,1966-67,79,26,DET,1.0,,,4.4,,,9.5
4054,1967-68,73,27,DET,1.2,,,4.3,,,7.5
4055,1970-71,1,23,POR,0.0,,,1.0,,,4.0
4056,1996-97,28,23,DAL,2.4,1.0,0.2,2.7,0.8,2.5,10.6
4056,1997-98,67,24,DAL,2.5,0.8,0.1,2.1,0.5,1.9,7.6
4056,1998-99,33,25,DAL,1.9,1.2,0.1,1.3,0.4,2.2,7.5
4056,1999-00,68,26,DAL,3.1,1.5,0.2,2.8,1.0,3.7,12.8
4056,2000-01,50,27,TOT,1.9,0.9,0.0,1.8,0.4,2.2,5.2
4056,2000-01,28,27,NYK,1.0,0.8,0.0,1.6,0.3,1.5,4.3
4056,2000-01,22,27,VAN,3.0,1.0,0.0,1.9,0.4,3.0,6.4
4056,2001-02,79,28,BOS,2.3,0.7,0.0,1.8,0.3,2.4,7.7
4056,2002-03,71,29,IND,2.9,0.5,0.1,1.6,0.3,1.7,6.5
4056,2003-04,43,30,MIL,2.1,0.6,0.0,1.5,0.3,1.3,5.4
4056,2004-05,62,31,MIL,1.9,0.5,0.0,1.7,0.2,1.5,4.9
4057,1994-95,4,24,IND,0.0,0.0,0.3,0.0,0.5,0.5,0.8
4057,1996-97,31,26,MIA,0.0,0.1,0.3,0.5,0.5,0.7,2.0
4057,1997-98,51,27,MIA,0.5,0.4,0.7,1.7,1.6,2.6,6.8
4057,1998-99,32,28,MIA,0.3,0.2,0.3,0.9,0.8,1.6,3.7
4057,1999-00,58,29,MIA,0.4,0.3,0.3,1.2,0.8,1.7,4.9
4057,2000-01,55,30,TOT,0.4,0.3,0.4,1.3,1.0,1.9,4.6
4057,2000-01,46,30,DEN,0.4,0.3,0.4,1.3,0.9,1.7,4.4
4057,2000-01,9,30,NJN,0.8,0.4,0.3,1.6,1.2,3.3,5.7
4057,2001-02,46,31,ATL,0.4,0.4,0.4,1.0,0.9,2.0,4.5
4057,2002-03,4,32,DAL,0.0,0.0,0.0,0.3,1.3,0.5,1.0
4058,1988-89,81,22,NYK,3.9,1.2,0.0,1.8,0.6,1.3,8.9
4058,1989-90,82,23,TOT,5.7,1.5,0.2,2.0,1.1,2.1,10.6
4058,1989-90,51,23,NYK,4.3,1.4,0.2,1.4,0.8,1.6,8.4
4058,1989-90,31,23,SAS,8.0,1.8,0.2,2.9,1.5,2.8,14.2
4058,1990-91,58,24,SAS,8.0,2.0,0.2,2.2,1.0,2.8,13.8
4058,1991-92,57,25,SAS,8.6,2.1,0.3,2.1,1.6,3.0,13.8
4058,1992-93,78,26,POR,7.2,1.7,0.3,2.0,1.5,2.8,13.7
4058,1993-94,82,27,POR,9.0,1.8,0.3,2.1,1.5,3.0,17.2
4058,1994-95,64,28,POR,8.8,1.9,0.1,1.8,1.1,3.8,18.9
4058,1995-96,67,29,POR,9.6,1.4,0.2,2.0,1.3,3.1,18.7
4058,1996-97,82,30,WSB,8.9,1.7,0.2,2.0,1.2,2.9,17.2
4058,1997-98,76,31,WAS,10.5,1.7,0.3,2.4,1.5,3.9,17.8
4058,1998-99,44,32,WAS,9.9,1.7,0.1,2.1,1.3,3.5,15.7
4058,1999-00,69,33,WAS,7.5,1.4,0.3,2.1,1.1,2.7,12.6
4058,2000-01,54,34,TOT,5.6,1.0,0.1,1.4,0.7,1.9,9.2
4058,2000-01,33,34,WAS,7.0,1.3,0.1,1.7,0.8,2.4,12.2
4058,2000-01,21,34,POR,3.4,0.5,0.0,1.0,0.5,1.1,4.6
4058,2001-02,76,35,MIA,6.1,1.1,0.1,1.5,0.6,2.4,10.4
4058,2002-03,47,36,MIN,4.6,1.0,0.1,1.2,0.4,1.6,6.8
4058,2003-04,61,37,TOT,4.0,0.6,0.2,1.2,0.6,2.0,6.3
4058,2003-04,46,37,ORL,4.0,0.6,0.2,1.3,0.5,2.0,6.8
4058,2003-04,15,37,TOR,3.9,0.5,0.3,1.1,0.7,1.8,4.7
4058,2004-05,16,38,HOU,2.4,0.2,0.1,0.9,0.2,1.5,1.8
4059,1963-64,1,23,BAL,0.0,,,1.0,,,2.0
4060,1987-88,41,29,MIL,0.5,0.1,0.3,1.2,0.6,1.1,1.9
4060,1988-89,5,30,TOT,0.6,0.0,0.4,0.6,1.0,1.8,0.8
4060,1988-89,1,30,SAS,0.0,0.0,0.0,2.0,0.0,0.0,0.0
4060,1988-89,4,30,GSW,0.8,0.0,0.5,0.3,1.3,2.3,1.0
4061,1991-92,1,23,WSB,1.0,0.0,0.0,1.0,1.0,4.0,3.0
4061,1992-93,23,24,MIL,0.6,0.5,0.0,0.9,1.7,3.3,6.8
4061,1993-94,67,25,MIL,0.7,0.6,0.2,1.0,1.6,2.6,6.6
4061,1994-95,70,26,BOS,0.6,0.3,0.2,2.0,1.9,3.4,6.3
4061,1995-96,63,27,LAL,0.5,0.3,0.2,1.3,1.0,1.9,3.4
4061,1996-97,82,28,ORL,0.9,0.6,0.2,2.4,2.1,4.2,8.5
4061,1997-98,58,29,ORL,0.9,0.5,0.4,2.1,2.6,4.7,12.7
4061,1998-99,44,30,ORL,0.4,0.3,0.2,1.5,1.5,2.2,5.1
4061,1999-00,20,31,ORL,0.2,0.3,0.1,0.8,0.6,1.7,2.7
4061,2000-01,28,32,LAC,0.3,0.5,0.0,1.1,1.2,2.6,4.2
4062,1991-92,4,23,POR,0.3,0.3,0.3,0.5,0.3,0.0,2.5
4062,1992-93,9,24,DAL,1.4,0.9,0.0,1.4,0.9,0.7,5.6
4063,1980-81,9,23,HOU,1.0,0.1,0.0,0.8,0.8,0.7,2.8
4064,1967-68,7,26,NOB,0.1,,,1.0,,,2.9
4065,2007-08,57,21,DET,2.8,0.9,0.1,2.0,0.6,1.7,7.6
4065,2008-09,79,22,DET,4.9,1.0,0.1,2.7,0.9,2.6,13.4
4065,2009-10,73,23,DET,4.8,1.4,0.2,2.8,0.9,2.9,16.6
4065,2010-11,70,24,DET,5.2,1.1,0.1,2.5,1.0,2.1,15.5
4065,2011-12,55,25,DET,3.8,0.8,0.2,2.3,0.7,1.9,14.8
4065,2012-13,76,26,DET,3.6,0.7,0.2,1.7,0.6,2.2,11.5
4065,2013-14,73,27,DET,2.1,0.7,0.1,1.8,0.5,1.8,13.9
4065,2014-15,71,28,IND,3.1,0.8,0.1,1.8,0.5,3.0,12.6
4065,2015-16,58,29,IND,2.4,0.7,0.1,1.3,0.3,2.4,8.9
4065,2016-17,39,30,IND,2.2,0.4,0.0,1.1,0.2,2.0,7.2
4066,1947-48,43,24,BOS,0.4,,,1.5,,,3.3
4066,1948-49,56,25,BOS,1.0,,,1.8,,,8.5
4066,1949-50,49,26,TOT,0.9,,,1.2,,,3.3
4066,1949-50,23,26,MNL,1.0,,,1.4,,,2.7
4066,1949-50,26,26,WAT,0.8,,,1.0,,,3.9
4067,1946-47,60,26,NYK,0.8,,,2.1,,,8.0
4067,1947-48,47,27,NYK,1.2,,,2.6,,,7.0
4067,1948-49,59,28,BLB,1.4,,,2.5,,,6.3
4068,1970-71,30,26,CLE,0.1,,,0.7,,,1.4
4069,2012-13,45,20,BOS,0.8,0.5,0.5,3.4,2.0,3.8,6.0
4069,2013-14,74,21,BOS,1.6,0.5,0.7,3.4,3.3,4.9,13.3
4069,2014-15,58,22,BOS,2.3,0.8,0.7,2.6,2.5,5.1,13.3
4069,2015-16,81,23,BOS,2.3,0.9,0.6,2.6,2.4,5.9,10.3
4069,2016-17,11,24,TOR,0.3,0.4,0.1,1.5,0.9,1.5,3.4
4070,2009-10,44,22,DET,0.4,0.2,0.2,1.2,0.3,0.7,3.0
4070,2010-11,22,23,DET,0.1,0.1,0.0,1.0,0.1,0.5,3.4
4070,2011-12,15,24,NOH,0.7,0.5,0.0,2.1,0.5,1.0,4.5
4070,2012-13,2,25,LAC,0.5,0.0,0.0,0.0,0.0,1.0,1.0
4071,2017-18,1,22,IND,0.0,0.0,0.0,1.0,0.0,1.0,2.0
4071,2018-19,23,23,IND,0.4,0.5,0.2,1.1,0.4,0.7,2.9
4071,2019-20,3,24,IND,2.0,1.7,0.3,3.0,0.3,0.7,7.0
4072,1988-89,1,23,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4073,1953-54,68,24,MLH,2.8,,,3.9,,,11.2
4073,1954-55,45,25,MNL,0.8,,,1.3,,,2.5
4074,1998-99,3,18,DAL,0.3,0.0,0.0,1.3,0.0,0.0,1.3
4074,1999-00,14,19,DAL,0.1,0.1,0.1,1.1,0.4,0.5,1.9
4074,2000-01,11,20,IND,0.2,0.2,0.4,1.9,0.4,1.7,3.9
4074,2001-02,22,21,IND,0.1,0.1,0.1,0.7,0.3,0.6,1.5
4074,2002-03,26,22,BOS,0.3,0.2,0.1,0.9,0.3,0.8,1.2
4074,2003-04,5,23,TOT,0.2,0.0,0.0,1.8,0.4,1.6,2.2
4074,2003-04,4,23,CLE,0.0,0.0,0.0,1.8,0.5,2.0,2.3
4074,2003-04,1,23,NYK,1.0,0.0,0.0,2.0,0.0,0.0,2.0
4074,2004-05,21,24,NYK,0.1,0.1,0.1,0.8,0.3,0.3,1.2
4075,1983-84,73,22,SEA,3.3,0.4,0.0,1.1,0.3,0.9,6.9
4075,1984-85,73,23,SEA,2.8,0.5,0.0,1.2,0.2,0.7,5.5
4075,1985-86,70,24,SAS,3.7,0.5,0.0,1.6,0.3,0.8,7.1
4075,1986-87,76,25,SAS,4.1,0.5,0.0,1.4,0.3,1.0,11.2
4075,1987-88,52,26,SAS,3.5,0.5,0.0,1.0,0.3,0.7,8.1
4075,1988-89,68,27,MIA,2.0,0.4,0.0,1.1,0.3,1.0,10.4
4075,1989-90,63,28,MIA,1.6,0.4,0.0,1.1,0.2,0.9,6.1
4075,1990-91,24,29,MIA,1.0,0.3,0.0,0.5,0.1,0.3,4.7
4075,1991-92,3,30,MIA,0.7,0.0,0.0,0.7,0.0,0.0,1.0
4076,1995-96,79,22,CLE,2.9,0.7,0.3,1.6,0.4,1.3,5.3
4076,1996-97,82,23,CLE,4.8,1.1,0.4,2.7,0.9,2.8,9.2
4076,1997-98,46,24,CLE,3.7,1.0,0.2,2.5,0.5,1.5,5.8
4076,1998-99,50,25,CLE,3.0,0.9,0.3,2.0,0.4,1.6,4.3
4076,1999-00,73,26,CLE,3.9,1.2,0.3,2.8,0.7,3.3,13.8
4076,2000-01,53,27,GSW,4.6,1.0,0.2,2.4,1.0,3.3,11.1
4076,2001-02,78,28,GSW,3.5,1.1,0.2,2.1,1.1,2.1,10.0
4076,2002-03,55,29,GSW,3.2,0.8,0.0,2.0,1.1,2.0,7.3
4076,2003-04,80,30,TOT,2.9,0.8,0.2,2.0,1.3,2.8,7.5
4076,2003-04,53,30,DET,1.7,0.7,0.2,1.6,0.6,1.4,3.8
4076,2003-04,27,30,ATL,5.3,0.9,0.2,2.7,2.6,5.7,14.7
4076,2004-05,61,31,HOU,5.2,1.1,0.1,2.8,1.3,4.2,10.3
4077,1952-53,26,23,NYK,0.3,,,1.4,,,1.7
4077,1953-54,32,24,MLH,0.7,,,1.7,,,4.2
4078,1967-68,1,24,KEN,0.0,,,2.0,,,0.0
4078,1968-69,64,25,MNP,0.4,,,2.7,2.7,2.7,5.5
4078,1969-70,14,26,TOT,0.2,,,2.2,1.6,2.3,2.2
4078,1969-70,11,26,CAR,0.2,,,2.6,1.9,2.7,2.8
4078,1969-70,3,26,MMF,0.3,,,0.7,0.7,0.7,0.0
4079,1983-84,40,22,KCK,1.2,0.5,0.0,1.2,0.5,0.6,6.5
4079,1984-85,6,23,KCK,0.3,0.2,0.0,0.5,0.0,0.5,2.3
4080,1991-92,67,24,SAS,1.4,0.4,0.1,1.7,0.1,0.6,3.7
4080,1994-95,53,27,CHH,1.7,0.6,0.0,2.2,0.2,0.9,5.0
4080,1995-96,48,28,TOT,2.1,0.5,0.0,1.9,0.2,0.9,5.3
4080,1995-96,18,28,CHH,2.2,0.4,0.0,2.0,0.2,0.6,3.4
4080,1995-96,30,28,PHI,2.1,0.6,0.1,1.9,0.1,1.0,6.3
4081,1968-69,77,23,HSM,1.2,,,3.1,4.2,6.4,12.7
4081,1969-70,3,24,KEN,1.0,,,1.3,0.3,1.7,2.3
4082,1958-59,58,25,BOS,0.5,,,2.2,,,4.6
4083,2017-18,27,20,POR,0.5,0.2,0.1,1.4,0.6,1.4,2.3
4083,2018-19,21,21,TOT,0.5,0.3,0.0,1.3,0.8,2.2,2.0
4083,2018-19,18,21,POR,0.4,0.2,0.0,1.2,0.7,2.2,1.9
4083,2018-19,3,21,SAC,1.3,0.7,0.3,2.0,1.3,2.7,2.7
4083,2019-20,4,22,SAC,0.0,0.3,0.5,0.8,0.3,0.8,0.8
4084,1953-54,63,23,ROC,0.5,,,1.4,,,1.6
4085,1962-63,39,28,BOS,0.5,,,2.4,,,4.5
4086,2003-04,42,21,NYK,0.3,0.4,0.3,1.4,1.6,2.1,4.3
4086,2004-05,77,22,NYK,0.6,0.4,0.4,2.9,2.2,3.2,8.4
4086,2005-06,66,23,CHI,0.9,0.3,0.8,3.2,1.8,3.5,8.1
4086,2006-07,48,24,CHI,0.6,0.2,0.2,1.6,0.9,1.6,3.2
4087,2004-05,16,19,SEA,0.1,0.1,0.4,1.0,0.1,0.3,0.9
4087,2005-06,47,20,SEA,0.2,0.3,1.2,3.0,2.0,3.6,6.4
4087,2007-08,8,22,SEA,0.1,0.6,0.8,2.0,0.8,1.5,1.8
4087,2008-09,26,23,OKC,0.3,0.2,0.7,1.9,0.8,2.6,3.3
4088,1969-70,66,23,NOB,1.2,,,3.2,0.3,1.2,9.2
4088,1970-71,80,24,TOT,3.4,,,3.3,0.8,2.2,13.1
4088,1970-71,28,24,MMP,1.6,,,2.8,0.6,1.4,12.1
4088,1970-71,52,24,PTC,4.3,,,3.6,0.8,2.6,13.7
4088,1971-72,79,25,PTC,3.9,,,3.5,0.6,1.9,13.4
4088,1972-73,42,26,DLC,3.6,,,3.3,0.5,1.5,11.9
4088,1973-74,16,27,SAA,0.9,0.2,0.0,1.6,0.3,0.7,3.9
4089,2000-01,80,21,VAN,0.4,0.8,1.0,2.0,1.4,2.2,4.9
4089,2001-02,68,22,MEM,0.7,0.8,1.7,2.6,2.4,4.0,11.8
4089,2002-03,67,23,MEM,0.7,0.8,1.6,2.3,1.7,4.0,9.7
4089,2003-04,77,24,MEM,0.5,0.7,1.5,2.4,1.8,3.1,9.4
4089,2004-05,60,25,MEM,0.7,0.7,1.5,3.0,1.5,3.0,10.1
4089,2005-06,66,26,HOU,0.4,0.6,0.8,3.0,1.6,2.8,8.9
4089,2006-07,54,27,MEM,0.3,0.6,1.1,2.7,1.6,3.1,7.8
4089,2007-08,56,28,TOT,0.5,0.3,1.0,2.0,1.1,2.4,6.1
4089,2007-08,35,28,MEM,0.6,0.3,1.0,2.1,1.3,2.4,6.8
4089,2007-08,21,28,NJN,0.2,0.2,0.9,1.9,0.9,2.5,5.0
4089,2008-09,19,29,TOT,0.2,0.2,0.4,2.1,0.8,1.6,3.3
4089,2008-09,6,29,NJN,0.2,0.0,0.3,2.5,0.8,1.3,3.8
4089,2008-09,13,29,PHO,0.2,0.3,0.5,1.9,0.8,1.7,3.0
4090,1994-95,9,24,PHO,0.3,0.1,0.0,0.9,0.3,0.6,2.7
4091,2010-11,3,22,ATL,0.7,0.3,0.0,0.3,0.7,0.3,2.3
4092,1946-47,15,25,CHS,0.0,,,0.4,,,1.0
4093,1995-96,1,22,BOS,0.0,0.0,0.0,0.0,1.0,1.0,0.0
4094,1996-97,70,28,BOS,0.2,0.2,0.5,1.7,0.8,1.6,2.2
4095,1999-00,73,22,MIN,2.8,0.8,0.3,2.4,1.2,2.5,11.6
4095,2000-01,82,23,MIN,3.2,0.7,0.4,2.8,1.6,3.8,14.0
4095,2001-02,82,24,MIN,3.1,0.8,0.3,2.3,1.5,3.3,18.7
4095,2002-03,52,25,MIN,2.6,0.8,0.4,2.4,1.0,3.6,17.6
4095,2003-04,28,26,MIN,1.2,0.4,0.0,1.5,0.9,2.3,10.2
4095,2004-05,81,27,MIN,2.4,0.5,0.2,2.2,1.0,2.7,15.5
4095,2005-06,72,28,TOT,3.0,0.6,0.3,2.1,1.1,3.3,19.0
4095,2005-06,40,28,MIN,2.8,0.5,0.4,2.3,0.9,3.9,20.1
4095,2005-06,32,28,BOS,3.2,0.6,0.1,1.9,1.3,2.6,17.5
4095,2006-07,32,29,BOS,1.7,0.6,0.1,2.0,0.5,2.6,15.0
4095,2007-08,75,30,TOT,1.4,0.3,0.2,1.4,0.5,2.4,11.5
4095,2007-08,50,30,SEA,1.4,0.3,0.1,1.3,0.3,2.4,13.1
4095,2007-08,25,30,CLE,1.4,0.4,0.3,1.4,0.7,2.5,8.2
4095,2008-09,74,31,CLE,1.1,0.4,0.1,1.8,0.6,2.6,7.0
4096,1971-72,53,22,PTC,0.8,,,1.9,1.5,1.3,6.3
4097,1994-95,37,24,HOU,0.1,0.1,0.2,1.0,0.6,0.9,2.0
4097,1995-96,67,25,TOR,0.9,0.4,0.5,3.0,1.7,3.0,7.7
4097,1996-97,13,26,TOR,1.1,0.5,0.8,2.7,1.5,2.2,6.5
4097,1997-98,57,27,TOT,0.8,0.4,0.7,2.9,1.5,2.2,5.4
4097,1997-98,39,27,TOR,0.9,0.4,0.7,3.0,1.5,2.4,6.4
4097,1997-98,18,27,BOS,0.7,0.3,0.6,2.6,1.4,1.8,3.3
4097,1999-00,18,29,IND,0.2,0.2,0.5,0.7,0.9,0.9,2.1
4097,2000-01,55,30,IND,0.6,0.2,0.5,2.3,1.2,2.7,3.9
4098,2004-05,4,24,PHO,0.8,0.0,0.0,0.3,0.5,0.5,1.8
4099,2005-06,17,20,GSW,0.1,0.1,0.4,1.5,1.1,1.0,2.8
4100,1947-48,24,22,NYK,1.5,,,1.4,,,10.1
4100,1948-49,46,23,TOT,2.7,,,1.6,,,8.5
4100,1948-49,32,23,NYK,2.2,,,1.7,,,8.0
4100,1948-49,14,23,BLB,3.9,,,1.5,,,9.6
4101,2000-01,43,27,CHI,0.7,0.2,0.4,2.2,0.9,2.0,2.4
4102,1986-87,75,22,DAL,0.7,0.7,1.1,3.1,2.4,4.7,7.5
4102,1987-88,81,23,DAL,1.1,1.3,1.1,3.9,4.4,7.4,13.5
4102,1988-89,19,24,DAL,0.9,1.5,1.6,3.7,4.1,7.4,17.3
4102,1989-90,45,25,DAL,1.5,1.8,1.6,3.6,4.2,8.9,16.8
4102,1990-91,5,26,DAL,2.4,1.2,1.8,4.0,3.2,7.8,20.4
4102,1994-95,55,30,DAL,1.1,0.8,1.0,2.8,2.6,5.6,12.6
4103,1967-68,73,25,TOT,3.4,,,2.9,,,23.5
4103,1967-68,42,25,OAK,3.5,,,2.9,,,26.9
4103,1967-68,31,25,NJA,3.3,,,2.9,,,19.0
4103,1968-69,61,26,TOT,2.3,,,2.3,1.6,1.6,12.1
4103,1968-69,35,26,NYA,2.5,,,2.4,1.9,1.7,14.7
4103,1968-69,6,26,HSM,2.0,,,2.7,1.2,1.5,12.3
4103,1968-69,20,26,DNR,2.2,,,2.0,1.3,1.3,7.7
4103,1969-70,80,27,NYA,3.3,,,3.4,3.2,3.7,24.2
4103,1970-71,60,28,TOT,2.9,,,2.9,1.7,2.3,15.4
4103,1970-71,27,28,NYA,2.7,,,3.1,1.9,2.0,18.1
4103,1970-71,33,28,TEX,3.1,,,2.6,1.5,2.5,13.1
4104,1976-77,68,23,LAL,1.7,1.3,0.3,2.5,1.2,2.3,9.4
4104,1977-78,82,24,TOT,3.6,1.7,0.5,3.1,1.0,2.6,14.3
4104,1977-78,25,24,LAL,2.8,1.5,0.4,3.4,0.9,2.7,14.0
4104,1977-78,57,24,IND,4.0,1.8,0.5,3.0,1.0,2.6,14.4
4104,1978-79,79,25,TOT,0.9,1.0,0.4,2.1,0.5,1.1,7.7
4104,1978-79,3,25,BOS,0.3,0.0,0.3,2.3,0.3,1.0,6.7
4104,1978-79,76,25,DET,0.9,1.0,0.4,2.1,0.5,1.1,7.8
4104,1979-80,33,26,CLE,0.6,0.5,0.2,0.9,0.3,0.5,2.6
4105,2017-18,80,19,BOS,1.6,1.0,0.7,2.1,0.6,4.4,13.9
4105,2018-19,79,20,BOS,2.1,1.1,0.7,2.1,0.9,5.2,15.7
4105,2019-20,8,21,BOS,2.1,1.8,0.8,2.3,1.4,6.3,21.3
4106,2015-16,11,23,ATL,0.3,0.1,0.5,0.7,0.6,1.3,2.3
4106,2016-17,2,24,TOT,0.5,0.0,3.0,1.5,2.0,3.5,4.0
4106,2016-17,1,24,ATL,0.0,0.0,0.0,0.0,0.0,1.0,2.0
4106,2016-17,1,24,CLE,1.0,0.0,6.0,3.0,4.0,6.0,6.0
4107,1988-89,21,23,MIA,2.0,1.0,0.2,1.8,0.5,1.1,6.9
4108,1972-73,63,21,NYA,2.8,,,3.5,1.2,2.0,15.3
4108,1973-74,75,22,NYA,4.5,2.1,0.3,2.6,1.2,1.6,11.1
4108,1974-75,79,23,NYA,3.6,2.8,0.3,2.7,1.1,1.8,14.0
4108,1975-76,54,24,NYA,3.8,2.3,0.4,2.6,1.3,1.7,16.7
4108,1976-77,72,25,KCK,4.4,2.8,0.2,2.9,1.2,2.1,17.0
4108,1977-78,39,26,DEN,3.4,1.8,0.2,3.1,0.8,1.7,11.6
4108,1978-79,20,27,SDC,1.0,1.2,0.0,1.7,0.7,0.7,3.8
4108,1979-80,78,28,SDC,4.3,1.9,0.3,3.2,1.0,1.4,13.5
4108,1980-81,80,29,SDC,5.5,1.5,0.3,2.7,0.7,1.2,10.1
4108,1981-82,41,30,SDC,5.6,1.1,0.2,2.8,0.6,1.7,10.8
4109,2005-06,51,23,WAS,0.9,0.6,0.1,0.9,0.3,0.7,2.7
4109,2006-07,47,24,WAS,1.0,0.4,0.1,0.7,0.3,0.8,2.7
4110,1969-70,83,23,WSA,2.4,,,3.4,2.1,2.4,8.0
4110,1970-71,84,24,VIR,2.7,,,2.7,1.2,1.9,6.4
4110,1971-72,84,25,VIR,3.8,,,3.6,2.1,2.8,9.3
4110,1972-73,78,26,VIR,4.8,2.7,,3.4,1.8,2.3,10.1
4110,1973-74,80,27,VIR,5.2,2.7,0.2,3.4,1.6,3.2,9.7
4110,1974-75,76,28,DNA,4.4,2.3,0.2,3.1,1.1,1.8,8.4
4110,1975-76,76,29,VIR,5.3,2.7,0.2,2.8,1.5,2.9,8.2
